measurement_id,con_idle_stateNumber,state,energyConsumption,ms,tx_power_median,current_max,rssi_median,rtt_median,rsrp_median,ECL_median,code,Location Coverage,ExpectedResponse,timestampUETransmission,timestampServerCapture,failure_direction,energyConsumptionTx,msTx,date,duration,module,operator,interval,psize,site,active_timer,tau,note,operator_humanReadable,Packet Size [Bytes],Throughput
162,3,CONNECTED,0.214422,3194.25,160.0,231277.0,-456.0,2.335048,-542.0,0.0,400,,Yes,2019-04-02 14:26:05.613090+02:00,2019-04-02 14:15:50.238621+02:00,successful rtt,0.03605920000000007,399.75,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.25015634771734
162,5,CONNECTED,0.22135670000000007,3294.5,180.0,231855.0,,2.43127,,0.0,400,,Yes,2019-04-02 14:36:05.728671+02:00,2019-04-02 14:25:51.172571+02:00,successful rtt,0.03460450000000004,399.75,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.25015634771734
162,7,CONNECTED,0.3148259000000001,3992.751,170.0,230782.00000000003,,3.182954,,0.0,400,,Yes,2019-04-02 14:46:05.923872+02:00,2019-04-02 14:35:50.183614+02:00,successful rtt,0.033883199999999884,399.749,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.2511576013949
162,9,CONNECTED,0.319836,4123.75,180.0,230617.00000000003,-467.0,3.262872,-554.0,0.0,400,,Yes,2019-04-02 14:56:06.119758+02:00,2019-04-02 14:45:52.242781+02:00,Downlink,0.04097799999999974,512.0,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,312.5
162,11,CONNECTED,0.3351540000000002,4156.5,190.0,230782.00000000003,,3.29491,,0.0,400,,Yes,2019-04-02 15:06:06.220818+02:00,2019-04-02 14:55:50.769017+02:00,successful rtt,0.033478999999999814,399.75,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.25015634771734
162,13,CONNECTED,0.20685299999999995,2974.5,190.0,231277.0,-481.0,2.111697,-568.0,0.0,400,,Yes,2019-04-02 15:16:06.353919+02:00,2019-04-02 15:05:51.703169+02:00,successful rtt,0.03559600000000018,399.5,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.50062578222776
162,15,CONNECTED,0.325847,4266.75,180.0,230864.0,,3.4063410000000003,,0.0,400,,Yes,2019-04-02 15:26:06.487377+02:00,2019-04-02 15:15:50.715021+02:00,successful rtt,0.03346399999999994,396.5,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,403.53089533417403
162,17,CONNECTED,12.843756,260791.501,-70.0,230204.0,-489.0,,-547.0,0.0,400,,Yes,2019-04-02 15:36:06.540680+02:00,2019-04-02 15:25:51.004899+02:00,successful rtt,,,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,
162,19,CONNECTED,0.21220000000000105,3126.5,180.0,230534.00000000003,,2.319011,,0.0,400,,Yes,2019-04-02 15:46:06.657984+02:00,2019-04-02 15:35:53.704298+02:00,Downlink,0.03363000000000227,400.25,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,399.75015615240477
162,21,CONNECTED,0.21988000000000169,3257.0,190.0,230699.0,,2.4476430000000002,,0.0,400,,Yes,2019-04-02 15:56:06.842006+02:00,2019-04-02 15:45:50.948340+02:00,successful rtt,0.03566999999999787,399.75,2019-04-02 14:16:04,18000,SARA-N211,24202,300.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400 - abnormal power consumption with repeated pattern,Telia,20,400.25015634771734
